"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"Grillon maritime  ( Pseudomogoplistes squamiger )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Mogoplistidae"	65960	"Pseudomogoplistes squamiger"	"Pseudomogoplistes squamiger (Fischer, 1853)"	"Grillon maritime, Grillon littoral"													"Déterminante stricte"
"Dolichopode languedocien  ( Dolichopoda linderii )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Rhaphidophoridae"	65967	"Dolichopoda linderii"	"Dolichopoda linderii (Dufour, 1861)"	"Dolichopode languedocien"													"Déterminante stricte"
"*  Criquet rhodanien  ( Prionotropis rhodanica )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Pamphagidae"	66052	"Prionotropis rhodanica"	"Prionotropis rhodanica Uvarov, 1923"	"Criquet rhodanien, Miramelle des moraines, Criquet marcheur, Criquet pédestre"							"NI3"	""					
"Arcyptère languedocienne  ( Arcyptera brevipennis vicheti )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66072	"Arcyptera brevipennis vicheti"	"Arcyptera brevipennis vicheti Harz, 1975"	"Arcyptère languedocienne"													"Déterminante stricte"
"Sténobothre catalan  ( Omocestus antigai )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66091	"Omocestus antigai"	"Omocestus antigai (Bolívar, 1897)"	"Sténobothre catalan"													"Déterminante stricte"
"Criquet marginé  ( Chorthippus albomarginatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66157	"Chorthippus albomarginatus"	"Chorthippus albomarginatus (De Geer, 1773)"	"Criquet marginé"													"Déterminante stricte"
"Criquet migrateur  ( Locusta migratoria )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66181	"Locusta migratoria"	"Locusta migratoria (Linnaeus, 1758)"	"Criquet migrateur, Criquet voyageur, Criquet cendré, Criquet émigrant, Fraterelle de passage, Locuste, Sauterelle de passage, Oedipode voyageuse"													"Déterminante stricte"
"OEdipode occitane  ( Oedipoda charpentieri )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66198	"Oedipoda charpentieri"	"Oedipoda charpentieri Fieber, 1853"	"OEdipode occitane"													"Déterminante stricte"
"Miramelle pyrénéenne  ( Cophopodisma pyrenaea )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66243	"Cophopodisma pyrenaea"	"Cophopodisma pyrenaea (Fischer, 1853)"	"Miramelle pyrénéenne"													"Déterminante stricte"
"Caloptène languedocien  ( Paracaloptenus bolivari )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66279	"Paracaloptenus bolivari"	"Paracaloptenus bolivari Uvarov, 1942"	"Caloptène languedocien"													"Déterminante stricte"
"Courtilière des vignes  ( Gryllotalpa vineae )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllotalpidae"	79308	"Gryllotalpa vineae"	"Gryllotalpa vineae Bennet-Clark, 1970"	"Courtilière des vignes"													"Déterminante stricte"
"Tridactyle panaché  ( Xya variegata )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tridactylidae"	240285	"Xya variegata"	"Xya variegata Latreille, 1809"	"Tridactyle panaché, Tridactyle varié"													"Déterminante stricte"
"Arcyptère cévenole  ( Arcyptera microptera carpentieri )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432550	"Arcyptera microptera carpentieri"	"Arcyptera microptera carpentieri Azam, 1907"	"Arcyptère cévenole, Arcyptère caussignarde"													"Déterminante stricte"
"Sténobothre cigalin  ( Stenobothrus fischeri glaucescens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432560	"Stenobothrus fischeri glaucescens"	"Stenobothrus fischeri glaucescens Bolívar, 1897"	"Sténobothre cigalin"													"Déterminante stricte"
"Decticelle des ruisseaux  ( Metrioptera fedtschenkoi azami )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	593262	"Metrioptera fedtschenkoi azami"	"Roeseliana azami (Finot, 1892)"	"Decticelle des ruisseaux"													"Déterminante stricte"
"Decticelle languedocienne  ( Parnassiana vicheti )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	593283	"Parnassiana vicheti"	"Amedegnatiana vicheti (Delmas & Rambier, 1950)"	"Decticelle languedocienne"													"Déterminante stricte"
"Gomphocère pyrénéen  ( Gomphoceridius brevipennis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	593309	"Gomphoceridius brevipennis"	"Gomphoceridius brevipennis (Brisout de Barneville, 1848)"	"Gomphocère pyrénéen"													"Déterminante stricte"
"*  Criquet hérisson  ( Prionotropis azami )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Pamphagidae"	814441	"Prionotropis azami"	"Prionotropis azami Uvarov, 1923"	"Criquet hérisson, Criquet des Grands-Plans"							"NI3"	""					
"Ephippigère du Vallespir  ( Ephippiger ephippiger cunii )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	837848	"Ephippiger ephippiger cunii"	"Ephippiger diurnus cunii Bolívar, 1877"	"Ephippigère du Vallespir"													"Déterminante stricte"
"Ephippigère catalane  ( Uromenus catalaunicus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	837855	"Uromenus catalaunicus"	"Sorapagus catalaunicus (Bolívar, 1898)"	"Ephippigère catalane"													"Déterminante stricte"
"Criquet du Val-d’Eyne  ( Chorthippus parallelus erythropus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	837871	"Chorthippus parallelus erythropus"	"Pseudochorthippus parallelus erythropus (Faber, 1958)"	"Criquet du Val-d’Eyne"													"Déterminante stricte"
"Criquet palustre  ( Chorthippus montanus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	837913	"Chorthippus montanus"	"Pseudochorthippus montanus (Charpentier, 1825)"	"Criquet palustre"													"Déterminante stricte"
"Criquet de l’Aigoual  ( Chorthippus binotatus algoaldensis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	837985	"Chorthippus binotatus algoaldensis"	"Chorthippus saulcyi algoaldensis Chopard, 1952"	"Criquet de l’Aigoual"													"Déterminante stricte"
"-  ( Decticus verrucivorus monspelliensis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	971804	"Decticus verrucivorus monspelliensis"	"Decticus verrucivorus monspeliensis Rambur in Audinet-Serville, 1838"	""													"Déterminante stricte"
